CATEGORIA;LINHA;FAMILIA;COD_MOD;COD_GRADE;DESC_MOD;COD_COR;DESC_COR;TAMANHO_ID;COLECAO;FABRICA_ORIGEM;NACIONALIDADE;MULTIPLO;EXCLUSIVO;DATA_LANCAMENTO;PRECO_ADULTO;PRECO_INFANTIL;COD_MOD_DE;COD_COR_DE;HERANCA;TIPO_PREVISAO;REDE_S|SE_COMPACTA;REDE_S|SE_QUIOSQUE;REDE_N|NE|CO_COMPACTA;REDE_N|NE|CO_QUIOSQUE;VOLUME_S|SE_FULL|COMPACTA;VOLUME_S|SE_QUIOSQUE;VOLUME_N|NE|CO_FULL|COMPACTA;VOLUME_N|NE|CO_QUIOSQUE;EXPERIENCIA;E-COMMERCE;CONCEPT;MORUMBI;LEBLON;CONCEPT_RIO;IGUATEMI;M0;M2;M3;M4;M39;M80;M81;M82;M83;M84;M85;M67;F0;F2;F80;F81;F82;F83;F84;F69;F70;J1;J2;J3;I0;I80;I81;I82;B0;B2;B80;B81;B82;HF1;F3;HF4;W11;W12;CS1;CS2;CS3;CS4
SANDÁLIAS;KIDS/BABY;BABY;4140577;7011216;SANDÁLIA HAVAIANAS NEW BABY BRA;2151;AMARELO POP/AMAZONIA;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;16,66;16,66;4140577;6362;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY;4140577;7011216;SANDÁLIA HAVAIANAS NEW BABY BRA;5342;ROSA GUM/ROSA GUM;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;16,66;16,66;4140577;129;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146931;-1;SANDALIA HAVAIANAS NETFLIX WOMEN;90;PRETO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;20,83;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146931;-1;SANDALIA HAVAIANAS NETFLIX WOMEN;212;TURQUESA;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;20,83;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146931;-1;SANDALIA HAVAIANAS NETFLIX WOMEN;555;MARINHO;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;20,83;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;FEMININO;PROJETO ESPECIAL;4146931;-1;SANDALIA HAVAIANAS NETFLIX WOMEN;5778;VERMELHO CRUSH;SA334/456;PRÉ VENDA;A022;NACIONAL;12;;;20,83;;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4145980;7013317;SANDÁLIA HAVAIANAS N.BABY PEPPA PIG FC;76;ROSA BALLET;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4146328;2404;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4145980;7013317;SANDÁLIA HAVAIANAS N.BABY PEPPA PIG FC;121;BEGE PALHA;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4146328;904;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;2404;AZUL WATER;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4137007;9659;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;1227;ROSA/ROSA/ROSA;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4137007;9898;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;1822;CITRONELA;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4137007;904;0,8;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;1;BRANCO;SA178/256;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;18,74;18,74;4137007;6617;0,8;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;904;LIMA;SA178/256;COLEÇÃO 21/22;A022;NACIONAL;12;;;18,74;;4137007;7598;0,8;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;9898;ROSA/ROSA;SA178/256;CARRY OVER;A022;NACIONAL;12;;;18,74;;4137007;1141;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;9659;BEGE PALHA/AZUL;SA178/256;CARRY OVER;A022;NACIONAL;12;;;18,74;;4137007;31;0,8;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4137007;7010250;SANDÁLIA HAVAIANAS N BABY DISNEY CLASS;6617;VERDE JARDIM;SA178/256;CARRY OVER;A022;NACIONAL;12;;;18,74;;4137007;7611;0,8;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;X;X;X;X;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4133167;7009428;SANDÁLIA HAVAIANAS MINIONS;3115;AZUL TRADICIONAL/BRANCO;SA234/456;CARRY OVER;A022;NACIONAL;12;;;25;20,83;4133167;245;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4133167;7009428;SANDÁLIA HAVAIANAS MINIONS;1048;AMARELO/PRETO/AMARELO;SA234/456;CARRY OVER;A022;NACIONAL;12;;;25;20,83;4133167;776;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;PROJETO ESPECIAL;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;198;BRANCO/BRANCO;SA234/456;PRÉ VENDA;A055;NACIONAL;12;;;22,91;18,75;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;PROJETO ESPECIAL;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;5178;CINZA AÇO;SA234/456;PRÉ VENDA;A055;NACIONAL;12;;;22,91;18,75;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;PROJETO ESPECIAL;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;1976;FERRUGEM;SA234/456;PRÉ VENDA;A055;NACIONAL;12;;;22,91;18,75;0;0;;DEFAULT;;;;;;;;;X;X;x;x;x;x;x;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;8621;CINZA ACO/CINZA CHUMBO;SA234/456;CARRY OVER;A055;NACIONAL;12;;;22,91;18,75;4141765;4368;1,75;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;;;X;;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;MASCULINO;LICENÇA;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;128;BRANCO/PRETO;SA234/456;CARRY OVER;A055;NACIONAL;12;;;22,91;18,75;4141765;1069;1,5;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;X;;;X;;X;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;UNISSEX;LICENÇA;4140269;7011056;SANDÁLIA HAVAIANAS MARIO BROS;90;PRETO;SA234/456;COLEÇÃO 21/22;A055;NACIONAL;12;;;22,91;18,75;4141765;1069;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;;;X;;X;X;;X;X;X;;X;X;;;X;X;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4148065;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;121;BEGE PALHA;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,49;;4147009;5178;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4148065;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;90;PRETO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,49;;4147009;727;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4148065;7014996;SANDÁLIA HAVAIANAS LUNA SPARKLE;3544;ROSA CROCUS;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;37,49;;4147009;5178;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4147009;7014016;SANDÁLIA HAVAIANAS LUNA PREMIUM II FC;727;CAFE;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;2021-08-01;35,41;28,33;4147009;727;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4147009;7014016;SANDÁLIA HAVAIANAS LUNA PREMIUM II FC;3581;ROSE GOLD;SA278/412;COLEÇÃO 21/22;A022;NACIONAL;12;;2021-08-01;35,41;28,33;4147009;3581;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4147009;7014016;SANDÁLIA HAVAIANAS LUNA PREMIUM II FC;5178;CINZA ACO;SA334/412;COLEÇÃO 21/22;A022;NACIONAL;12;;2021-08-01;35,41;28,33;4147009;5178;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4147009;7014016;SANDÁLIA HAVAIANAS LUNA PREMIUM II FC;5977;ROSA BALLET/ROSA RETRO METALICO;SA278/412;COLEÇÃO 21/22;A022;NACIONAL;12;;2021-08-01;35,41;28,33;4147009;5977;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4129697;7008015;SANDÁLIA HAVAIANAS LUNA;1411;VD LIMÃO;SA334/412;COLEÇÃO 22/23;A022;NACIONAL;12;;2022-06-01;20,82;16,66;4129697;5282;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4129697;7008015;SANDÁLIA HAVAIANAS LUNA;5282;ROSE GOLD/ROSE GOLD;SA334/412;CARRY OVER;A022;NACIONAL;12;;2020-06-01;20,82;16,66;4129697;5282;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4129697;7008015;SANDÁLIA HAVAIANAS LUNA;90;PRETO;SA334/412;CARRY OVER;A022;NACIONAL;12;;2020-06-01;20,82;16,66;4129697;90;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;RASTEIRAS;BEACH SANDALS;4129697;7008015;SANDÁLIA HAVAIANAS LUNA;3544;ROSA CROCUS;SA278/412;CARRY OVER;A022;NACIONAL;12;;2020-06-01;20,82;16,66;4129697;3544;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;X;;X;;X;X;X;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4146823;7013783;SANDÁLIA HAVAIANAS KIDS TOP PETS FC;5784;ROSA FLUX;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;13,74;13,74;4146823;904;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4146823;7013783;SANDÁLIA HAVAIANAS KIDS TOP PETS FC;1754;MARINHO/ROSE GOLD;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;13,74;13,74;4146823;2404;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4146823;7013783;SANDÁLIA HAVAIANAS KIDS TOP PETS FC;904;LIMA;SA234/356;CARRY OVER;A055;NACIONAL;12;;;13,74;;4131976;5674;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4146823;7013783;SANDÁLIA HAVAIANAS KIDS TOP PETS FC;2404;AZUL WATER;SA234/356;CARRY OVER;A055;NACIONAL;12;;;13,74;;4131976;5674;1,5;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;1822;CITRONELA;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-08-01;18,75;18,75;4123328;2404;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;121;BEGE PALHA;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-08-01;18,75;;4123328;5883;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;76;ROSA BALLET;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-10-01;18,75;18,75;4123328;129;1;DEFAULT;x;;x;;x;;x;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;570;DOURADO;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-08-01;18,75;18,75;4123328;5974;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;1749;PINK LEMONADE;SA234/356;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-08-01;18,75;18,75;4123328;129;1;DEFAULT;x;;x;;x;;x;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;X;X;;X;X;X;X;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;129;ROSA CRISTAL;SA234/356;CARRY OVER;A055;NACIONAL;12;;;18,75;;4123328;5784;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;2404;AZUL WATER;SA234/356;CARRY OVER;A055;NACIONAL;12;;;18,75;;4123328;1669;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;5883;LILÁS CALMO / VERDE FRESCOR METÁLICO;SA234/356;CARRY OVER;A055;NACIONAL;12;;;18,75;;4123328;5251;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;5778;VERMELHO CRUSH;SA234/356;CARRY OVER;A055;NACIONAL;12;;;18,75;;4123328;5784;1;DEFAULT;x;;x;;x;;x;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4123328;7007018;SANDÁLIA HAVAIANAS KIDS SLIM PRINCESS;5974;AMARELO LIMÃO / DOURADO / PINK ELETRIC;SA234/356;COLEÇÃO 21/22;A055;NACIONAL;12;;;18,75;;4123328;5784;1;DEFAULT;x;;x;;x;;x;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4137266;7010594;SANDÁLIA HAVAIANAS KIDS SLIM FROZEN;76;ROSA BALLET;SA234/356;COLEÇÃO 21/22;A022;NACIONAL;12;;;18,75;;4137266;1049;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS LICENSES;4137266;7010594;SANDÁLIA HAVAIANAS KIDS SLIM FROZEN;2204;LILAS CALMO/LILAS MOONLIGHT GLITTER;SA234/356;COLEÇÃO 21/22;A022;NACIONAL;12;;;18,75;;4137266;1141;1;DEFAULT;x;x;x;x;x;x;x;x;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4129934;7008160;SANDÁLIA HAVAIANAS KIDS SLIM FASHION CF;198;BRANCO/BRANCO;SA234/378;COLEÇÃO 22/23;A022;NACIONAL;12;;;15,83;;4129934;2297;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4129934;7008160;SANDÁLIA HAVAIANAS KIDS SLIM FASHION CF;76;ROSA BALLET;SA234/378;COLEÇÃO 22/23;A022;NACIONAL;12;;;15,83;;4129934;7600;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4129934;7008160;SANDÁLIA HAVAIANAS KIDS SLIM FASHION CF;2297;PURPURA;SA234/378;CARRY OVER;A022;NACIONAL;12;;;15,83;;4129934;719;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;GIRLS INSTITUCIONAL;4129934;7008160;SANDÁLIA HAVAIANAS KIDS SLIM FASHION CF;7600;ROSA PORCELANA;SA234/378;CARRY OVER;A022;NACIONAL;12;;;15,83;;4129934;5217;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;X;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4145125;7012660;SANDÁLIA HAVAIANAS KIDS MINECRAFT;3057;BRANCO/AZUL COMFY;SA234/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;22,92;18,75;4145125;2641;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4145125;7012660;SANDÁLIA HAVAIANAS KIDS MINECRAFT;121;BEGE PALHA;SA234/456;COLEÇÃO 22/23;A055;NACIONAL;12;;2022-06-01;22,92;18,75;4145125;891;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;X;X;X;;X;X;X;X;X;X;X;;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4145125;7012660;SANDÁLIA HAVAIANAS KIDS MINECRAFT;31;AZUL;SA234/456;COLEÇÃO 21/22;A055;NACIONAL;12;;;22,92;18,75;4145125;1;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4145125;7012660;SANDÁLIA HAVAIANAS KIDS MINECRAFT;891;OLIVA;SA234/456;COLEÇÃO 21/22;A055;NACIONAL;12;;;22,92;18,75;4145125;1;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS LICENSES;4145125;7012660;SANDÁLIA HAVAIANAS KIDS MINECRAFT;2641;BRANCO/CORAL;SA234/456;COLEÇÃO 21/22;A055;NACIONAL;12;;;22,92;18,75;4145125;1;2;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;X;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS INSTITUCIONAL;4145608;7012980;SANDÁLIA HAVAIANAS KIDS MAX STREET FC;3847;AZUL ESTRELA;SA234/356;COLEÇÃO 21/22;A022;NACIONAL;12;;;16,66;;4145608;57;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BOYS INSTITUCIONAL;4145608;7012980;SANDÁLIA HAVAIANAS KIDS MAX STREET FC;8830;VERMELHO CRUSH/BRANCO;SA234/356;COLEÇÃO 21/22;A022;NACIONAL;12;;;16,66;;4145608;8830;1;DEFAULT;X;;X;;X;;X;;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4147006;7014081;SANDÁLIA HAVAIANAS KIDS MAX MARVEL;555;MARINHO;SA234/356;CARRY OVER;A022;NACIONAL;12;;;18,75;;4130302;3983;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
SANDÁLIAS;KIDS/BABY;BABY LICENSES;4147006;7014081;SANDÁLIA HAVAIANAS KIDS MAX MARVEL;2703;VERDE PATRIA;SA234/356;CARRY OVER;A022;NACIONAL;12;;;18,75;;4130302;4368;1;DEFAULT;X;X;X;X;X;X;X;X;X;X;x;x;x;x;x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
